id,date,cluster,round_number,state,started_at,completed_at,paused_duration_seconds
oper_pom_20260304_0002,2026-03-04,oper,2,COMPLETE,09:00,09:50,35
oper_pom_20260304_0003,2026-03-04,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260304_0004,2026-03-04,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260304_0005,2026-03-04,oper,5,COMPLETE,12:00,12:50,41
oper_pom_20260304_0006,2026-03-04,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260304_0007,2026-03-04,oper,7,COMPLETE,14:00,14:50,110
oper_pom_20260304_0008,2026-03-04,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260304_0009,2026-03-04,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260304_0010,2026-03-04,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260304_0011,2026-03-04,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260305_0001,2026-03-05,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260305_0002,2026-03-05,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260305_0003,2026-03-05,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260305_0004,2026-03-05,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260305_0005,2026-03-05,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260305_0006,2026-03-05,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260305_0007,2026-03-05,oper,7,COMPLETE,14:00,14:50,39
oper_pom_20260305_0008,2026-03-05,oper,8,INTERRUPTED,15:00,15:50,0
oper_pom_20260305_0009,2026-03-05,oper,9,COMPLETE,16:00,16:50,80
oper_pom_20260305_0010,2026-03-05,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260305_0011,2026-03-05,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260306_0001,2026-03-06,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260306_0002,2026-03-06,oper,2,COMPLETE,09:00,09:50,95
oper_pom_20260306_0003,2026-03-06,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260306_0004,2026-03-06,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260306_0005,2026-03-06,oper,5,INTERRUPTED,12:00,12:50,19
oper_pom_20260306_0006,2026-03-06,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260306_0007,2026-03-06,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260307_0001,2026-03-07,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260307_0002,2026-03-07,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260307_0003,2026-03-07,oper,3,COMPLETE,10:00,10:50,67
oper_pom_20260307_0004,2026-03-07,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260307_0005,2026-03-07,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260307_0006,2026-03-07,oper,6,COMPLETE,13:00,13:50,104
oper_pom_20260307_0007,2026-03-07,oper,7,INTERRUPTED,14:00,14:50,0
oper_pom_20260307_0008,2026-03-07,oper,8,COMPLETE,15:00,15:50,6
oper_pom_20260307_0009,2026-03-07,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260307_0010,2026-03-07,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260307_0011,2026-03-07,oper,11,COMPLETE,18:00,18:50,53
oper_pom_20260308_0001,2026-03-08,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260308_0002,2026-03-08,oper,2,COMPLETE,09:00,09:50,115
oper_pom_20260308_0003,2026-03-08,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260308_0004,2026-03-08,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260308_0005,2026-03-08,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260308_0006,2026-03-08,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260308_0007,2026-03-08,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260308_0008,2026-03-08,oper,8,COMPLETE,15:00,15:50,47
oper_pom_20260309_0001,2026-03-09,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260309_0002,2026-03-09,oper,2,COMPLETE,09:00,09:50,109
oper_pom_20260309_0003,2026-03-09,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260309_0004,2026-03-09,oper,4,COMPLETE,11:00,11:50,54
oper_pom_20260309_0005,2026-03-09,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260309_0006,2026-03-09,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260309_0007,2026-03-09,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260309_0008,2026-03-09,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260310_0001,2026-03-10,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260310_0002,2026-03-10,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260310_0003,2026-03-10,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260310_0004,2026-03-10,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260310_0005,2026-03-10,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260310_0006,2026-03-10,oper,6,INTERRUPTED,13:00,13:50,12
oper_pom_20260310_0007,2026-03-10,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260310_0008,2026-03-10,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260310_0009,2026-03-10,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260310_0010,2026-03-10,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260310_0011,2026-03-10,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260311_0001,2026-03-11,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260311_0002,2026-03-11,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260311_0003,2026-03-11,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260311_0004,2026-03-11,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260311_0005,2026-03-11,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260311_0006,2026-03-11,oper,6,INTERRUPTED,13:00,13:50,73
oper_pom_20260311_0007,2026-03-11,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260311_0008,2026-03-11,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260311_0009,2026-03-11,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260311_0010,2026-03-11,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260311_0011,2026-03-11,oper,11,INTERRUPTED,18:00,18:50,0
oper_pom_20260312_0001,2026-03-12,oper,1,COMPLETE,08:00,08:50,44
oper_pom_20260312_0002,2026-03-12,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260312_0003,2026-03-12,oper,3,INTERRUPTED,10:00,10:50,23
oper_pom_20260312_0004,2026-03-12,oper,4,COMPLETE,11:00,11:50,20
oper_pom_20260312_0005,2026-03-12,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260312_0006,2026-03-12,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260312_0007,2026-03-12,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260312_0008,2026-03-12,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260313_0001,2026-03-13,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260313_0002,2026-03-13,oper,2,INTERRUPTED,09:00,09:50,12
oper_pom_20260313_0003,2026-03-13,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260313_0004,2026-03-13,oper,4,INTERRUPTED,11:00,11:50,0
oper_pom_20260313_0005,2026-03-13,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260313_0006,2026-03-13,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260313_0007,2026-03-13,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260313_0008,2026-03-13,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260314_0001,2026-03-14,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260314_0002,2026-03-14,oper,2,COMPLETE,09:00,09:50,111
oper_pom_20260314_0003,2026-03-14,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260314_0004,2026-03-14,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260314_0005,2026-03-14,oper,5,INTERRUPTED,12:00,12:50,0
oper_pom_20260314_0006,2026-03-14,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260314_0007,2026-03-14,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260314_0008,2026-03-14,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260314_0009,2026-03-14,oper,9,COMPLETE,16:00,16:50,38
oper_pom_20260314_0010,2026-03-14,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260314_0011,2026-03-14,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260315_0001,2026-03-15,oper,1,INTERRUPTED,08:00,08:50,0
oper_pom_20260315_0002,2026-03-15,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260315_0003,2026-03-15,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260315_0004,2026-03-15,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260315_0005,2026-03-15,oper,5,COMPLETE,12:00,12:50,56
oper_pom_20260315_0006,2026-03-15,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260315_0007,2026-03-15,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260315_0008,2026-03-15,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260316_0001,2026-03-16,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260316_0002,2026-03-16,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260316_0003,2026-03-16,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260316_0004,2026-03-16,oper,4,COMPLETE,11:00,11:50,31
oper_pom_20260316_0005,2026-03-16,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260316_0006,2026-03-16,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260316_0007,2026-03-16,oper,7,COMPLETE,14:00,14:50,61
oper_pom_20260316_0008,2026-03-16,oper,8,COMPLETE,15:00,15:50,61
oper_pom_20260317_0001,2026-03-17,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260317_0002,2026-03-17,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260317_0003,2026-03-17,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260317_0004,2026-03-17,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260317_0005,2026-03-17,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260317_0006,2026-03-17,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260317_0007,2026-03-17,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260317_0008,2026-03-17,oper,8,COMPLETE,15:00,15:50,104
oper_pom_20260317_0009,2026-03-17,oper,9,COMPLETE,16:00,16:50,72
oper_pom_20260317_0010,2026-03-17,oper,10,COMPLETE,17:00,17:50,21
oper_pom_20260317_0011,2026-03-17,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260318_0001,2026-03-18,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260318_0002,2026-03-18,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260318_0003,2026-03-18,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260318_0004,2026-03-18,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260318_0005,2026-03-18,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260318_0006,2026-03-18,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260318_0007,2026-03-18,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260318_0008,2026-03-18,oper,8,COMPLETE,15:00,15:50,33
oper_pom_20260318_0009,2026-03-18,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260318_0010,2026-03-18,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260318_0011,2026-03-18,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260319_0001,2026-03-19,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260319_0002,2026-03-19,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260319_0003,2026-03-19,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260319_0004,2026-03-19,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260319_0005,2026-03-19,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260319_0006,2026-03-19,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260319_0007,2026-03-19,oper,7,INTERRUPTED,14:00,14:50,0
oper_pom_20260319_0008,2026-03-19,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260319_0009,2026-03-19,oper,9,INTERRUPTED,16:00,16:50,0
oper_pom_20260319_0010,2026-03-19,oper,10,INTERRUPTED,17:00,17:50,0
oper_pom_20260319_0011,2026-03-19,oper,11,COMPLETE,18:00,18:50,73
oper_pom_20260321_0001,2026-03-21,oper,1,COMPLETE,08:00,08:50,55
oper_pom_20260321_0002,2026-03-21,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260321_0003,2026-03-21,oper,3,INTERRUPTED,10:00,10:50,0
oper_pom_20260321_0004,2026-03-21,oper,4,INTERRUPTED,11:00,11:50,0
oper_pom_20260321_0005,2026-03-21,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260321_0006,2026-03-21,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260321_0007,2026-03-21,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260321_0008,2026-03-21,oper,8,INTERRUPTED,15:00,15:50,29
oper_pom_20260321_0009,2026-03-21,oper,9,INTERRUPTED,16:00,16:50,0
oper_pom_20260321_0010,2026-03-21,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260321_0011,2026-03-21,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260322_0001,2026-03-22,oper,1,COMPLETE,08:00,08:50,58
oper_pom_20260322_0002,2026-03-22,oper,2,COMPLETE,09:00,09:50,33
oper_pom_20260322_0003,2026-03-22,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260322_0004,2026-03-22,oper,4,INTERRUPTED,11:00,11:50,0
oper_pom_20260322_0005,2026-03-22,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260322_0006,2026-03-22,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260322_0007,2026-03-22,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260322_0008,2026-03-22,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260323_0001,2026-03-23,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260323_0002,2026-03-23,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260323_0003,2026-03-23,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260323_0004,2026-03-23,oper,4,COMPLETE,11:00,11:50,101
oper_pom_20260323_0005,2026-03-23,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260323_0006,2026-03-23,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260323_0007,2026-03-23,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260323_0008,2026-03-23,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260324_0001,2026-03-24,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260324_0002,2026-03-24,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260324_0003,2026-03-24,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260324_0004,2026-03-24,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260324_0005,2026-03-24,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260324_0006,2026-03-24,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260324_0007,2026-03-24,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260324_0008,2026-03-24,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260324_0009,2026-03-24,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260324_0010,2026-03-24,oper,10,COMPLETE,17:00,17:50,49
oper_pom_20260324_0011,2026-03-24,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260325_0001,2026-03-25,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260325_0002,2026-03-25,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260326_0001,2026-03-26,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260326_0002,2026-03-26,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260326_0003,2026-03-26,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260326_0004,2026-03-26,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260326_0005,2026-03-26,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260326_0006,2026-03-26,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260326_0007,2026-03-26,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260326_0008,2026-03-26,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260326_0009,2026-03-26,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260326_0010,2026-03-26,oper,10,COMPLETE,17:00,17:50,82
oper_pom_20260326_0011,2026-03-26,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260327_0001,2026-03-27,oper,1,COMPLETE,08:00,08:50,114
oper_pom_20260327_0002,2026-03-27,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260327_0003,2026-03-27,oper,3,INTERRUPTED,10:00,10:50,0
oper_pom_20260327_0004,2026-03-27,oper,4,COMPLETE,11:00,11:50,98
oper_pom_20260327_0005,2026-03-27,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260327_0006,2026-03-27,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260327_0007,2026-03-27,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260327_0008,2026-03-27,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260327_0009,2026-03-27,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260327_0010,2026-03-27,oper,10,COMPLETE,17:00,17:50,56
oper_pom_20260327_0011,2026-03-27,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260328_0001,2026-03-28,oper,1,COMPLETE,08:00,08:50,119
oper_pom_20260328_0002,2026-03-28,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260328_0003,2026-03-28,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260328_0004,2026-03-28,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260328_0005,2026-03-28,oper,5,COMPLETE,12:00,12:50,94
oper_pom_20260328_0006,2026-03-28,oper,6,COMPLETE,13:00,13:50,52
oper_pom_20260328_0007,2026-03-28,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260328_0008,2026-03-28,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260328_0009,2026-03-28,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260328_0010,2026-03-28,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260328_0011,2026-03-28,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260329_0001,2026-03-29,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260329_0002,2026-03-29,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260329_0003,2026-03-29,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260329_0004,2026-03-29,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260329_0005,2026-03-29,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260329_0006,2026-03-29,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260329_0007,2026-03-29,oper,7,COMPLETE,14:00,14:50,78
oper_pom_20260329_0008,2026-03-29,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260330_0001,2026-03-30,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260330_0002,2026-03-30,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260330_0003,2026-03-30,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260330_0004,2026-03-30,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260330_0005,2026-03-30,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260330_0006,2026-03-30,oper,6,COMPLETE,13:00,13:50,20
oper_pom_20260330_0007,2026-03-30,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260330_0008,2026-03-30,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260331_0001,2026-03-31,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260331_0002,2026-03-31,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260331_0003,2026-03-31,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260331_0004,2026-03-31,oper,4,COMPLETE,11:00,11:50,18
oper_pom_20260331_0005,2026-03-31,oper,5,INTERRUPTED,12:00,12:50,0
oper_pom_20260331_0006,2026-03-31,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260331_0007,2026-03-31,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260331_0008,2026-03-31,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260331_0009,2026-03-31,oper,9,COMPLETE,16:00,16:50,88
oper_pom_20260331_0010,2026-03-31,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260331_0011,2026-03-31,oper,11,COMPLETE,18:00,18:50,82
oper_pom_20260401_0001,2026-04-01,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260401_0002,2026-04-01,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260401_0003,2026-04-01,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260401_0004,2026-04-01,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260401_0005,2026-04-01,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260401_0006,2026-04-01,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260401_0007,2026-04-01,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260401_0008,2026-04-01,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260401_0009,2026-04-01,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260401_0010,2026-04-01,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260401_0011,2026-04-01,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260402_0001,2026-04-02,oper,1,INTERRUPTED,08:00,08:50,111
oper_pom_20260402_0002,2026-04-02,oper,2,COMPLETE,09:00,09:50,1
oper_pom_20260402_0003,2026-04-02,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260402_0004,2026-04-02,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260402_0005,2026-04-02,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260402_0006,2026-04-02,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260402_0007,2026-04-02,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260402_0008,2026-04-02,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260402_0009,2026-04-02,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260402_0010,2026-04-02,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260402_0011,2026-04-02,oper,11,INTERRUPTED,18:00,18:50,0
oper_pom_20260403_0001,2026-04-03,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260403_0002,2026-04-03,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260403_0003,2026-04-03,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260403_0004,2026-04-03,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260403_0005,2026-04-03,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260403_0006,2026-04-03,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260403_0007,2026-04-03,oper,7,COMPLETE,14:00,14:50,97
oper_pom_20260404_0001,2026-04-04,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260404_0002,2026-04-04,oper,2,COMPLETE,09:00,09:50,17
oper_pom_20260404_0003,2026-04-04,oper,3,COMPLETE,10:00,10:50,38
oper_pom_20260404_0004,2026-04-04,oper,4,COMPLETE,11:00,11:50,14
oper_pom_20260404_0005,2026-04-04,oper,5,COMPLETE,12:00,12:50,87
oper_pom_20260404_0006,2026-04-04,oper,6,COMPLETE,13:00,13:50,49
oper_pom_20260404_0007,2026-04-04,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260404_0008,2026-04-04,oper,8,COMPLETE,15:00,15:50,111
oper_pom_20260404_0009,2026-04-04,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260404_0010,2026-04-04,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260404_0011,2026-04-04,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260405_0001,2026-04-05,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260405_0002,2026-04-05,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260405_0003,2026-04-05,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260405_0004,2026-04-05,oper,4,INTERRUPTED,11:00,11:50,0
oper_pom_20260405_0005,2026-04-05,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260405_0006,2026-04-05,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260405_0007,2026-04-05,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260405_0008,2026-04-05,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260406_0001,2026-04-06,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260406_0002,2026-04-06,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260406_0003,2026-04-06,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260406_0004,2026-04-06,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260406_0005,2026-04-06,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260406_0006,2026-04-06,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260406_0007,2026-04-06,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260406_0008,2026-04-06,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260407_0001,2026-04-07,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260407_0002,2026-04-07,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260407_0003,2026-04-07,oper,3,INTERRUPTED,10:00,10:50,28
oper_pom_20260407_0004,2026-04-07,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260407_0005,2026-04-07,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260407_0006,2026-04-07,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260407_0007,2026-04-07,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260407_0008,2026-04-07,oper,8,COMPLETE,15:00,15:50,5
oper_pom_20260407_0009,2026-04-07,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260407_0010,2026-04-07,oper,10,INTERRUPTED,17:00,17:50,80
oper_pom_20260407_0011,2026-04-07,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260408_0001,2026-04-08,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260408_0002,2026-04-08,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260408_0003,2026-04-08,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260408_0004,2026-04-08,oper,4,COMPLETE,11:00,11:50,118
oper_pom_20260408_0005,2026-04-08,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260408_0006,2026-04-08,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260408_0007,2026-04-08,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260408_0008,2026-04-08,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260408_0009,2026-04-08,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260408_0010,2026-04-08,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260408_0011,2026-04-08,oper,11,COMPLETE,18:00,18:50,0
