id,date,cluster,codigo,ritual,duracao_min,completed,notas
oper_trn_T1_20260220,2026-02-20,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260220,2026-02-20,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260220,2026-02-20,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260220,2026-02-20,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260220,2026-02-20,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260220,2026-02-20,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260220,2026-02-20,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260220,2026-02-20,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260220,2026-02-20,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260221,2026-02-21,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260221,2026-02-21,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260221,2026-02-21,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260221,2026-02-21,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260221,2026-02-21,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260221,2026-02-21,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260221,2026-02-21,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260221,2026-02-21,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260221,2026-02-21,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260222,2026-02-22,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260222,2026-02-22,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260222,2026-02-22,oper,T3,Início foco #1,2,False,Synthetic Fim_de_Semana
oper_trn_T4_20260222,2026-02-22,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260222,2026-02-22,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260222,2026-02-22,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260222,2026-02-22,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260222,2026-02-22,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260222,2026-02-22,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260223,2026-02-23,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260223,2026-02-23,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260223,2026-02-23,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260223,2026-02-23,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260223,2026-02-23,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260223,2026-02-23,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260223,2026-02-23,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260223,2026-02-23,oper,T8,Entrada NOITE,3,False,Synthetic Fim_de_Semana
oper_trn_T9_20260223,2026-02-23,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260224,2026-02-24,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260224,2026-02-24,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260224,2026-02-24,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260224,2026-02-24,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260224,2026-02-24,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260224,2026-02-24,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260224,2026-02-24,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260224,2026-02-24,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260224,2026-02-24,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260225,2026-02-25,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260225,2026-02-25,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260225,2026-02-25,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260225,2026-02-25,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260225,2026-02-25,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260225,2026-02-25,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260225,2026-02-25,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260225,2026-02-25,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260225,2026-02-25,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260226,2026-02-26,oper,T1,Sessão despertar,5,False,Synthetic Hardcore
oper_trn_T2_20260226,2026-02-26,oper,T2,Entrada MANHA,3,False,Synthetic Hardcore
oper_trn_T3_20260226,2026-02-26,oper,T3,Início foco #1,2,True,Synthetic Hardcore
oper_trn_T4_20260226,2026-02-26,oper,T4,Pausa manhã,10,True,Synthetic Hardcore
oper_trn_T5_20260226,2026-02-26,oper,T5,Entrada TARDE,3,False,Synthetic Hardcore
oper_trn_T6_20260226,2026-02-26,oper,T6,Almoço,45,True,Synthetic Hardcore
oper_trn_T7_20260226,2026-02-26,oper,T7,Pós-almoço,20,False,Synthetic Hardcore
oper_trn_T8_20260226,2026-02-26,oper,T8,Entrada NOITE,3,False,Synthetic Hardcore
oper_trn_T9_20260226,2026-02-26,oper,T9,Sessão dormir,10,False,Synthetic Hardcore
oper_trn_T1_20260227,2026-02-27,oper,T1,Sessão despertar,5,True,Synthetic Recuperacao
oper_trn_T2_20260227,2026-02-27,oper,T2,Entrada MANHA,3,True,Synthetic Recuperacao
oper_trn_T3_20260227,2026-02-27,oper,T3,Início foco #1,2,True,Synthetic Recuperacao
oper_trn_T4_20260227,2026-02-27,oper,T4,Pausa manhã,10,True,Synthetic Recuperacao
oper_trn_T5_20260227,2026-02-27,oper,T5,Entrada TARDE,3,True,Synthetic Recuperacao
oper_trn_T6_20260227,2026-02-27,oper,T6,Almoço,45,True,Synthetic Recuperacao
oper_trn_T7_20260227,2026-02-27,oper,T7,Pós-almoço,20,True,Synthetic Recuperacao
oper_trn_T8_20260227,2026-02-27,oper,T8,Entrada NOITE,3,True,Synthetic Recuperacao
oper_trn_T9_20260227,2026-02-27,oper,T9,Sessão dormir,10,True,Synthetic Recuperacao
oper_trn_T1_20260228,2026-02-28,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260228,2026-02-28,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260228,2026-02-28,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260228,2026-02-28,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260228,2026-02-28,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260228,2026-02-28,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260228,2026-02-28,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260228,2026-02-28,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260228,2026-02-28,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260301,2026-03-01,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260301,2026-03-01,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260301,2026-03-01,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260301,2026-03-01,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260301,2026-03-01,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260301,2026-03-01,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260301,2026-03-01,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260301,2026-03-01,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260301,2026-03-01,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260302,2026-03-02,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260302,2026-03-02,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260302,2026-03-02,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260302,2026-03-02,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260302,2026-03-02,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260302,2026-03-02,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260302,2026-03-02,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260302,2026-03-02,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260302,2026-03-02,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260303,2026-03-03,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260303,2026-03-03,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260303,2026-03-03,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260303,2026-03-03,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260303,2026-03-03,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260303,2026-03-03,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260303,2026-03-03,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260303,2026-03-03,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260303,2026-03-03,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260304,2026-03-04,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260304,2026-03-04,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260304,2026-03-04,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260304,2026-03-04,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260304,2026-03-04,oper,T5,Entrada TARDE,3,False,Synthetic Padrao_Ouro
oper_trn_T6_20260304,2026-03-04,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260304,2026-03-04,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260304,2026-03-04,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260304,2026-03-04,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260305,2026-03-05,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260305,2026-03-05,oper,T2,Entrada MANHA,3,False,Synthetic Padrao_Ouro
oper_trn_T3_20260305,2026-03-05,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260305,2026-03-05,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260305,2026-03-05,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260305,2026-03-05,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260305,2026-03-05,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260305,2026-03-05,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260305,2026-03-05,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260306,2026-03-06,oper,T1,Sessão despertar,5,True,Synthetic Lunch_Pesado
oper_trn_T2_20260306,2026-03-06,oper,T2,Entrada MANHA,3,True,Synthetic Lunch_Pesado
oper_trn_T3_20260306,2026-03-06,oper,T3,Início foco #1,2,True,Synthetic Lunch_Pesado
oper_trn_T4_20260306,2026-03-06,oper,T4,Pausa manhã,10,True,Synthetic Lunch_Pesado
oper_trn_T5_20260306,2026-03-06,oper,T5,Entrada TARDE,3,True,Synthetic Lunch_Pesado
oper_trn_T6_20260306,2026-03-06,oper,T6,Almoço,45,True,Synthetic Lunch_Pesado
oper_trn_T7_20260306,2026-03-06,oper,T7,Pós-almoço,20,False,Synthetic Lunch_Pesado
oper_trn_T8_20260306,2026-03-06,oper,T8,Entrada NOITE,3,True,Synthetic Lunch_Pesado
oper_trn_T9_20260306,2026-03-06,oper,T9,Sessão dormir,10,False,Synthetic Lunch_Pesado
oper_trn_T1_20260307,2026-03-07,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260307,2026-03-07,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260307,2026-03-07,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260307,2026-03-07,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260307,2026-03-07,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260307,2026-03-07,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260307,2026-03-07,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260307,2026-03-07,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260307,2026-03-07,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260308,2026-03-08,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260308,2026-03-08,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260308,2026-03-08,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260308,2026-03-08,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260308,2026-03-08,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260308,2026-03-08,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260308,2026-03-08,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260308,2026-03-08,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260308,2026-03-08,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260309,2026-03-09,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260309,2026-03-09,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260309,2026-03-09,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260309,2026-03-09,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260309,2026-03-09,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260309,2026-03-09,oper,T6,Almoço,45,False,Synthetic Fim_de_Semana
oper_trn_T7_20260309,2026-03-09,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260309,2026-03-09,oper,T8,Entrada NOITE,3,False,Synthetic Fim_de_Semana
oper_trn_T9_20260309,2026-03-09,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260310,2026-03-10,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260310,2026-03-10,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260310,2026-03-10,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260310,2026-03-10,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260310,2026-03-10,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260310,2026-03-10,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260310,2026-03-10,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260310,2026-03-10,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260310,2026-03-10,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260311,2026-03-11,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260311,2026-03-11,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260311,2026-03-11,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260311,2026-03-11,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260311,2026-03-11,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260311,2026-03-11,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260311,2026-03-11,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260311,2026-03-11,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260311,2026-03-11,oper,T9,Sessão dormir,10,False,Synthetic Padrao_Ouro
oper_trn_T1_20260312,2026-03-12,oper,T1,Sessão despertar,5,True,Synthetic Desvio_Leve
oper_trn_T2_20260312,2026-03-12,oper,T2,Entrada MANHA,3,False,Synthetic Desvio_Leve
oper_trn_T3_20260312,2026-03-12,oper,T3,Início foco #1,2,False,Synthetic Desvio_Leve
oper_trn_T4_20260312,2026-03-12,oper,T4,Pausa manhã,10,True,Synthetic Desvio_Leve
oper_trn_T5_20260312,2026-03-12,oper,T5,Entrada TARDE,3,False,Synthetic Desvio_Leve
oper_trn_T6_20260312,2026-03-12,oper,T6,Almoço,45,True,Synthetic Desvio_Leve
oper_trn_T7_20260312,2026-03-12,oper,T7,Pós-almoço,20,True,Synthetic Desvio_Leve
oper_trn_T8_20260312,2026-03-12,oper,T8,Entrada NOITE,3,True,Synthetic Desvio_Leve
oper_trn_T9_20260312,2026-03-12,oper,T9,Sessão dormir,10,True,Synthetic Desvio_Leve
oper_trn_T1_20260313,2026-03-13,oper,T1,Sessão despertar,5,True,Synthetic Desvio_Leve
oper_trn_T2_20260313,2026-03-13,oper,T2,Entrada MANHA,3,True,Synthetic Desvio_Leve
oper_trn_T3_20260313,2026-03-13,oper,T3,Início foco #1,2,False,Synthetic Desvio_Leve
oper_trn_T4_20260313,2026-03-13,oper,T4,Pausa manhã,10,False,Synthetic Desvio_Leve
oper_trn_T5_20260313,2026-03-13,oper,T5,Entrada TARDE,3,True,Synthetic Desvio_Leve
oper_trn_T6_20260313,2026-03-13,oper,T6,Almoço,45,True,Synthetic Desvio_Leve
oper_trn_T7_20260313,2026-03-13,oper,T7,Pós-almoço,20,False,Synthetic Desvio_Leve
oper_trn_T8_20260313,2026-03-13,oper,T8,Entrada NOITE,3,True,Synthetic Desvio_Leve
oper_trn_T9_20260313,2026-03-13,oper,T9,Sessão dormir,10,True,Synthetic Desvio_Leve
oper_trn_T1_20260314,2026-03-14,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260314,2026-03-14,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260314,2026-03-14,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260314,2026-03-14,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260314,2026-03-14,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260314,2026-03-14,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260314,2026-03-14,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260314,2026-03-14,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260314,2026-03-14,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260315,2026-03-15,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260315,2026-03-15,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260315,2026-03-15,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260315,2026-03-15,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260315,2026-03-15,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260315,2026-03-15,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260315,2026-03-15,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260315,2026-03-15,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260315,2026-03-15,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260316,2026-03-16,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260316,2026-03-16,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260316,2026-03-16,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260316,2026-03-16,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260316,2026-03-16,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260316,2026-03-16,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260316,2026-03-16,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260316,2026-03-16,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260316,2026-03-16,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260317,2026-03-17,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260317,2026-03-17,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260317,2026-03-17,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260317,2026-03-17,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260317,2026-03-17,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260317,2026-03-17,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260317,2026-03-17,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260317,2026-03-17,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260317,2026-03-17,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260318,2026-03-18,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260318,2026-03-18,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260318,2026-03-18,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260318,2026-03-18,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260318,2026-03-18,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260318,2026-03-18,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260318,2026-03-18,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260318,2026-03-18,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260318,2026-03-18,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260319,2026-03-19,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260319,2026-03-19,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260319,2026-03-19,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260319,2026-03-19,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260319,2026-03-19,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260319,2026-03-19,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260319,2026-03-19,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260319,2026-03-19,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260319,2026-03-19,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260320,2026-03-20,oper,T1,Sessão despertar,5,True,Synthetic Doente
oper_trn_T2_20260320,2026-03-20,oper,T2,Entrada MANHA,3,False,Synthetic Doente
oper_trn_T3_20260320,2026-03-20,oper,T3,Início foco #1,2,False,Synthetic Doente
oper_trn_T4_20260320,2026-03-20,oper,T4,Pausa manhã,10,True,Synthetic Doente
oper_trn_T5_20260320,2026-03-20,oper,T5,Entrada TARDE,3,False,Synthetic Doente
oper_trn_T6_20260320,2026-03-20,oper,T6,Almoço,45,True,Synthetic Doente
oper_trn_T7_20260320,2026-03-20,oper,T7,Pós-almoço,20,False,Synthetic Doente
oper_trn_T8_20260320,2026-03-20,oper,T8,Entrada NOITE,3,True,Synthetic Doente
oper_trn_T9_20260320,2026-03-20,oper,T9,Sessão dormir,10,False,Synthetic Doente
oper_trn_T1_20260321,2026-03-21,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260321,2026-03-21,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260321,2026-03-21,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260321,2026-03-21,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260321,2026-03-21,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
